"SiteID","Year","Month","Day","Date","NEE_int","GPP_int","TA_avg","VPD_avg","SW_IN_avg","P_int","SWC_avg"
"US-xSR",2017,1,23,2017-01-23,0.188531,-0.136749,12.319,7.573,129.552,0,NA
"US-xSR",2017,1,24,2017-01-24,0.199103,-0.166801,7.816,5.71,175.835,2.66,NA
"US-xSR",2017,1,25,2017-01-25,0.182775,-0.156874,5.625,5.49,184.475,0,NA
"US-xSR",2017,1,26,2017-01-26,0.188531,-0.159765,6.141,6.269,186.472,0,NA
"US-xSR",2017,1,27,2017-01-27,0.199103,-0.168421,7.043,6.685,179.106,0,NA
"US-xSR",2017,1,28,2017-01-28,0.182775,-0.147854,7.953,9.049,193.239,0,NA
"US-xSR",2017,1,29,2017-01-29,0.188531,-0.140376,10.721,11.187,191.959,0,NA
"US-xSR",2017,1,30,2017-01-30,0.199103,-0.144647,12.207,12.233,194.81,0,NA
"US-xSR",2017,1,31,2017-01-31,0.182775,-0.122872,13.535,13.359,195.408,0,NA
"US-xSR",2017,2,1,2017-02-01,0.188531,-0.130051,13.206,12.338,198.215,0,NA
"US-xSR",2017,2,2,2017-02-02,0.199103,-0.138024,13.724,11.974,189.193,0,NA
"US-xSR",2017,2,3,2017-02-03,0.182775,-0.12094,13.833,12.492,185.741,0,NA
"US-xSR",2017,2,4,2017-02-04,0.188531,-0.121303,14.826,14.777,198.49,0,NA
"US-xSR",2017,2,5,2017-02-05,0.199103,-0.13198,15.072,13.361,198.463,0,NA
"US-xSR",2017,2,6,2017-02-06,0.182775,-0.12043,14.547,11.897,177.235,0,NA
"US-xSR",2017,2,7,2017-02-07,0.188531,-0.128665,13.995,9.281,189.076,0,NA
"US-xSR",2017,2,8,2017-02-08,0.199103,-0.13344,14.813,8.657,198.116,0,NA
"US-xSR",2017,2,9,2017-02-09,0.182775,-0.0949136,18.004,14.928,200.656,0,NA
"US-xSR",2017,2,10,2017-02-10,0.188531,-0.0953228,19.246,17.078,205.518,0,NA
"US-xSR",2017,2,11,2017-02-11,0.199103,-0.114425,18.126,15.487,199.089,0,NA
"US-xSR",2017,2,12,2017-02-12,0.182775,-0.117584,15.093,8.934,154.795,0,NA
"US-xSR",2017,2,13,2017-02-13,0.188531,-0.133719,13.259,7.437,113.719,1.04,NA
"US-xSR",2017,2,14,2017-02-14,0.199103,-0.144302,13.108,7.414,155.056,0,NA
"US-xSR",2017,2,15,2017-02-15,0.182775,-0.126659,13.367,9.997,215.69,0,NA
"US-xSR",2017,2,16,2017-02-16,0.188531,-0.132673,12.769,10.771,220.258,0,NA
"US-xSR",2017,2,17,2017-02-17,0.199103,-0.135322,14.849,10.283,193.157,0,NA
"US-xSR",2017,2,18,2017-02-18,0.182775,-0.135825,11.503,5.04,88.132,0,NA
"US-xSR",2017,2,19,2017-02-19,0.188531,-0.147061,10.242,4.616,151.353,1.54,NA
"US-xSR",2017,2,20,2017-02-20,0.199103,-0.143362,13.235,6.61,199.243,1.23,NA
"US-xSR",2017,2,21,2017-02-21,0.182775,-0.10983,15.86,10.305,225.127,0,NA
"US-xSR",2017,2,22,2017-02-22,0.188531,-0.103124,18.058,13.442,226.701,0,NA
"US-xSR",2017,2,23,2017-02-23,0.199103,-0.142659,13.45,10.956,239.336,0,NA
"US-xSR",2017,2,24,2017-02-24,0.182775,-0.140096,10.144,10.127,240.819,0,NA
"US-xSR",2017,2,25,2017-02-25,0.188531,-0.140335,11.093,11.943,244.217,0,NA
"US-xSR",2017,2,26,2017-02-26,0.199103,-0.144957,12.965,11.361,168.213,0,NA
"US-xSR",2017,2,27,2017-02-27,0.182775,-0.12568,13.244,8.82,198.551,0,NA
"US-xSR",2017,2,28,2017-02-28,0.188531,-0.128907,14.234,9.034,166.612,0,NA
"US-xSR",2017,3,1,2017-03-01,0.199103,-0.140842,13.363,10.335,246.213,0,NA
"US-xSR",2017,3,2,2017-03-02,0.182775,-0.110556,15.751,15.623,251.627,0,NA
"US-xSR",2017,3,3,2017-03-03,0.188531,-0.111315,17.25,16.169,156.794,0,NA
"US-xSR",2017,3,4,2017-03-04,0.199103,-0.118437,17.339,15.791,247.781,0,NA
"US-xSR",2017,3,5,2017-03-05,0.182775,-0.105544,17.218,12.313,158.031,0,NA
"US-xSR",2017,3,6,2017-03-06,0.188531,-0.130023,13.684,11.23,257.686,0,NA
"US-xSR",2017,3,7,2017-03-07,0.199103,-0.124593,15.907,15.762,259.828,0,NA
"US-xSR",2017,3,8,2017-03-08,0.182775,-0.0904976,18.819,20.052,261.187,0,NA
"US-xSR",2017,3,9,2017-03-09,0.188531,-0.0858232,20.491,22.205,262.122,0,NA
"US-xSR",2017,3,10,2017-03-10,0.199103,-0.0851087,22.323,24.377,262.567,0,NA
"US-xSR",2017,3,11,2017-03-11,0.182775,-0.073431,21.769,22.588,256.777,0,NA
"US-xSR",2017,3,12,2017-03-12,0.188531,-0.0874222,20.479,21.376,267.704,0,NA
"US-xSR",2017,3,13,2017-03-13,0.199103,-0.0858246,22.278,23.086,268.197,0,NA
"US-xSR",2017,3,14,2017-03-14,0.182775,-0.0626805,23.237,24.854,271.305,0,NA
"US-xSR",2017,3,15,2017-03-15,0.188531,-0.0753855,22.263,23.418,243.849,0,NA
"US-xSR",2017,3,16,2017-03-16,0.199103,-0.0848351,22.506,22.865,269.239,0,NA
"US-xSR",2017,3,17,2017-03-17,0.182775,-0.0675015,22.446,22.948,273.832,0,NA
"US-xSR",2017,3,18,2017-03-18,0.188531,-0.0705665,22.824,23.916,275.804,0,NA
"US-xSR",2017,3,19,2017-03-19,0.199103,-0.071526,24.149,26.158,270.589,0,NA
"US-xSR",2017,3,20,2017-03-20,0.182775,-0.055983,24.027,25.63,275.506,0,NA
"US-xSR",2017,3,21,2017-03-21,0.188531,-0.0724587,22.57,22.719,280.786,0,NA
"US-xSR",2017,3,22,2017-03-22,0.199103,-0.0979581,20.524,19.557,277.065,0,NA
"US-xSR",2017,3,23,2017-03-23,0.182775,-0.122407,14.354,9.798,244.372,0,NA
"US-xSR",2017,3,24,2017-03-24,0.188531,-0.122837,14.807,13.971,293.316,0.68,NA
"US-xSR",2017,3,25,2017-03-25,0.199103,-0.115839,17.623,17.864,282.43,0,NA
"US-xSR",2017,3,26,2017-03-26,0.182775,-0.101099,17.723,16.3,291.966,0,NA
"US-xSR",2017,3,27,2017-03-27,0.188531,-0.102957,18.261,15.921,275.567,0,NA
"US-xSR",2017,3,28,2017-03-28,0.199103,-0.13442,15.043,11.244,295.043,1.98,NA
"US-xSR",2017,3,29,2017-03-29,0.182775,-0.109578,16.177,14.881,301.025,0,NA
"US-xSR",2017,3,30,2017-03-30,0.188531,-0.0939043,19.351,20.516,300.871,0,NA
"US-xSR",2017,3,31,2017-03-31,0.199103,-0.134149,15.221,13.102,279.583,0,NA
"US-xSR",2017,4,1,2017-04-01,0.182775,-0.132498,12.102,9.522,257.351,0.11,NA
"US-xSR",2017,4,2,2017-04-02,0.188531,-0.1253,14.049,11.467,304.866,0.33,NA
"US-xSR",2017,4,3,2017-04-03,0.199103,-0.115171,18.004,16.37,302.118,0,NA
"US-xSR",2017,4,4,2017-04-04,0.182775,-0.106496,17.035,15.87,309.385,0,NA
"US-xSR",2017,4,5,2017-04-05,0.188531,-0.0938083,19.395,20.786,309.505,0,NA
"US-xSR",2017,4,6,2017-04-06,0.199103,-0.0935209,20.814,22.708,308.125,0,NA
"US-xSR",2017,4,7,2017-04-07,0.182775,-0.0746856,21.339,23.174,312.549,0,NA
"US-xSR",2017,4,8,2017-04-08,0.188531,-0.0784863,21.736,24.524,313.653,0,NA
"US-xSR",2017,4,9,2017-04-09,0.199103,-0.112771,18.566,18.392,264.844,0,NA
"US-xSR",2017,4,10,2017-04-10,0.182775,-0.0883372,19.355,21.307,323.101,0,NA
"US-xSR",2017,4,11,2017-04-11,0.188531,-0.0818833,20.983,24.098,315.085,0,NA
"US-xSR",2017,4,12,2017-04-12,0.199103,-0.0864893,22.058,24.675,322.402,0,NA
"US-xSR",2017,4,13,2017-04-13,0.182775,-0.0648956,22.683,25.664,319.623,0,NA
"US-xSR",2017,4,14,2017-04-14,0.188531,-0.0800848,21.533,22.718,325.634,0,NA
"US-xSR",2017,4,15,2017-04-15,0.199103,-0.0963233,20.628,21.498,329.596,0,NA
"US-xSR",2017,4,16,2017-04-16,0.182775,-0.0752132,21.351,23.183,310.563,0,NA
"US-xSR",2017,4,17,2017-04-17,0.188531,-0.0767838,21.974,23.898,326.405,0,NA
"US-xSR",2017,4,18,2017-04-18,0.199103,-0.0784093,23.311,25.293,326.33,0,NA
"US-xSR",2017,4,19,2017-04-19,0.182775,-0.0610725,23.523,24.288,326.736,0,NA
"US-xSR",2017,4,20,2017-04-20,0.188531,-0.0763563,22.195,23.391,336.41,0,NA
"US-xSR",2017,4,21,2017-04-21,0.199103,-0.0822151,22.736,25.776,340.298,0,NA
"US-xSR",2017,4,22,2017-04-22,0.182775,-0.0527867,24.344,28.907,336.621,0,NA
"US-xSR",2017,4,23,2017-04-23,0.188531,-0.055749,24.644,28.973,334.895,0,NA
"US-xSR",2017,4,24,2017-04-24,0.199103,-0.0728614,24.065,27.204,337.794,0,NA
"US-xSR",2017,4,25,2017-04-25,0.182775,-0.0753141,21.867,19.674,321.376,0,NA
"US-xSR",2017,4,26,2017-04-26,0.188531,-0.0845466,21.163,20.633,334.527,0,NA
"US-xSR",2017,4,27,2017-04-27,0.199103,-0.0792376,23.3,22.876,330.671,0,NA
"US-xSR",2017,4,28,2017-04-28,0.182775,-0.0776711,21.529,17.237,254.542,0,NA
"US-xSR",2017,4,29,2017-04-29,0.188531,-0.117844,16.21,16.089,350.705,0,NA
"US-xSR",2017,4,30,2017-04-30,0.199103,-0.109208,18.907,20.011,345.771,0,NA
"US-xSR",2017,5,1,2017-05-01,0.182775,-0.0699862,22.167,25.401,347.725,0,NA
"US-xSR",2017,5,2,2017-05-02,0.188531,-0.0669719,23.295,26.629,346.348,0,NA
"US-xSR",2017,5,3,2017-05-03,0.199103,-0.066156,24.739,28.005,339.855,0,NA
"US-xSR",2017,5,4,2017-05-04,0.182775,-0.0276266,27.301,33.353,340.674,0,NA
"US-xSR",2017,5,5,2017-05-05,0.188531,-0.0292788,27.839,34.014,320.85,0,NA
"US-xSR",2017,5,6,2017-05-06,0.199103,-0.0634941,25.331,27.552,342.056,0,NA
"US-xSR",2017,5,7,2017-05-07,0.182775,-0.094051,19.099,14.93,325.553,0,NA
"US-xSR",2017,5,8,2017-05-08,0.188531,-0.115471,16.423,12.133,289.203,0,NA
"US-xSR",2017,5,9,2017-05-09,0.199103,-0.141644,13.733,8.28,252.634,0.61,NA
"US-xSR",2017,5,10,2017-05-10,0.182775,-0.109194,16.349,12.138,295.859,0.35,NA
"US-xSR",2017,5,11,2017-05-11,0.188531,-0.0856634,20.841,18.435,343.693,0,NA
"US-xSR",2017,5,12,2017-05-12,0.199103,-0.0625259,25.073,27.161,344.934,0,NA
"US-xSR",2017,5,13,2017-05-13,0.182775,-0.0447563,25.421,27.423,349.206,0,NA
"US-xSR",2017,5,14,2017-05-14,0.188531,-0.0668733,23.495,22.881,338.459,0,NA
"US-xSR",2017,5,15,2017-05-15,0.199103,-0.0928136,21.476,20.04,353.132,0,NA
"US-xSR",2017,5,16,2017-05-16,0.182775,-0.106663,17.071,14.585,336.789,0,NA
"US-xSR",2017,5,17,2017-05-17,0.188531,-0.0921739,19.661,19.563,351.747,0,NA
"US-xSR",2017,5,18,2017-05-18,0.199103,-0.0949572,21.196,19.879,347.214,0,NA
"US-xSR",2017,5,19,2017-05-19,0.182775,-0.0823949,20.689,21.82,364.257,0,NA
"US-xSR",2017,5,20,2017-05-20,0.188531,-0.0673632,23.145,26.772,361.718,0,NA
"US-xSR",2017,5,21,2017-05-21,0.199103,-0.0553887,25.944,32.269,359.523,0,NA
"US-xSR",2017,5,22,2017-05-22,0.182775,-0.0314698,26.999,32.857,358.647,0,NA
"US-xSR",2017,5,23,2017-05-23,0.188531,-0.0317033,27.608,33.757,356.28,0,NA
"US-xSR",2017,5,24,2017-05-24,0.199103,-0.0335434,28.455,35.931,356.06,0,NA
"US-xSR",2017,5,25,2017-05-25,0.182775,-0.0267276,27.788,33.72,351.662,0,NA
"US-xSR",2017,5,26,2017-05-26,0.188531,-0.0484471,25.837,29.654,358.373,0,NA
"US-xSR",2017,5,27,2017-05-27,0.199103,-0.0651951,24.762,30.285,369.74,0,NA
"US-xSR",2017,5,28,2017-05-28,0.182775,-0.0371973,26.113,33.012,365.877,0,NA
"US-xSR",2017,5,29,2017-05-29,0.188531,-0.0334614,27.163,34.126,357.02,0,NA
"US-xSR",2017,5,30,2017-05-30,0.199103,-0.0499274,26.759,31.064,302.955,0,NA
"US-xSR",2017,5,31,2017-05-31,0.182775,-0.0302207,27.152,30.041,329.992,0,NA
"US-xSR",2017,6,1,2017-06-01,0.188531,-0.0486271,25.794,28.403,324.868,0,NA
"US-xSR",2017,6,2,2017-06-02,0.199103,-0.0473388,26.996,31.074,351.233,0,NA
"US-xSR",2017,6,3,2017-06-03,0.182775,-0.0129563,29.007,34.446,338.495,0,NA
"US-xSR",2017,6,4,2017-06-04,0.188531,-0.0148613,29.463,35.662,329.851,0,NA
"US-xSR",2017,6,5,2017-06-05,0.199103,-0.0200928,30.043,36.775,348.419,0,NA
"US-xSR",2017,6,6,2017-06-06,0.182775,-0.00386332,30.073,35.383,334.789,0,NA
"US-xSR",2017,6,7,2017-06-07,0.188531,-0.0207844,28.968,31.789,301.296,0,NA
"US-xSR",2017,6,8,2017-06-08,0.199103,-0.0280818,29.167,34.87,344.592,7.34,NA
"US-xSR",2017,6,9,2017-06-09,0.182775,-0.00825588,29.578,36.35,347.897,0,NA
"US-xSR",2017,6,10,2017-06-10,0.188531,-0.0212442,28.861,36.566,366.544,0,NA
"US-xSR",2017,6,11,2017-06-11,0.199103,-0.0471256,27.151,31.983,362.701,0,NA
"US-xSR",2017,6,12,2017-06-12,0.182775,-0.0374737,26.356,30.24,361.412,0,NA
"US-xSR",2017,6,13,2017-06-13,0.188531,-0.0461618,25.979,30.667,371.703,0,NA
"US-xSR",2017,6,14,2017-06-14,0.199103,-0.0328589,28.411,38.741,375.02,0,NA
"US-xSR",2017,6,15,2017-06-15,0.182775,-0.00366981,29.919,42.801,376.383,0,NA
"US-xSR",2017,6,16,2017-06-16,0.188531,-0.0125552,29.598,40.282,371.475,0,NA
"US-xSR",2017,6,17,2017-06-17,0.199103,-0.0213019,29.83,39.786,369.785,0,NA
"US-xSR",2017,6,18,2017-06-18,0.182775,0.00531159,30.935,41.722,362.899,0,NA
"US-xSR",2017,6,19,2017-06-19,0.188531,0.0332932,34.18,51.992,347.93,0,NA
"US-xSR",2017,6,20,2017-06-20,0.199103,0.0286504,34.858,50.09,298.422,0,NA
"US-xSR",2017,6,21,2017-06-21,0.182775,0.0389439,34.313,47.459,325.31,0,NA
"US-xSR",2017,6,22,2017-06-22,0.188531,0.0205615,33.262,40.214,330.389,0.06,NA
"US-xSR",2017,6,23,2017-06-23,0.199103,0.00741423,32.975,39.523,279.908,0,NA
"US-xSR",2017,6,24,2017-06-24,0.182775,0.0382053,34.31,48.054,341.851,0,NA
"US-xSR",2017,6,25,2017-06-25,0.188531,0.0234822,33.469,41.364,314.313,0.01,NA
"US-xSR",2017,6,26,2017-06-26,0.199103,-0.00648446,31.647,35.439,322.886,0,NA
"US-xSR",2017,6,27,2017-06-27,0.182775,0.0124952,31.836,38.22,344.364,0,NA
"US-xSR",2017,6,28,2017-06-28,0.188531,0.00454646,31.624,36.329,346.115,0,NA
"US-xSR",2017,6,29,2017-06-29,0.199103,-0.012817,30.925,38.024,359.796,0,NA
"US-xSR",2017,6,30,2017-06-30,0.182775,-0.00149269,30.213,42.44,366.832,0,NA
"US-xSR",2017,7,1,2017-07-01,0.188531,0.00213809,31.097,43.2,358.175,0,NA
"US-xSR",2017,7,2,2017-07-02,0.199103,-0.0128214,30.908,36.156,338.038,0,NA
"US-xSR",2017,7,3,2017-07-03,0.182775,-0.0114757,29.436,26.131,317.078,0,NA
"US-xSR",2017,7,4,2017-07-04,0.188531,-0.00147177,31.056,33.373,312.05,0,NA
"US-xSR",2017,7,5,2017-07-05,0.199103,-0.00522556,31.741,35.442,322.812,0,NA
"US-xSR",2017,7,6,2017-07-06,0.182775,0.0271903,33.223,40.304,316.368,0,NA
"US-xSR",2017,7,7,2017-07-07,0.188531,0.0299212,33.953,45.468,340.436,0.04,NA
"US-xSR",2017,7,8,2017-07-08,0.199103,-0.00833919,31.456,32.978,280.139,0,NA
"US-xSR",2017,7,9,2017-07-09,0.182775,-0.0176028,28.817,22.512,268.518,0.58,NA
"US-xSR",2017,7,10,2017-07-10,0.188531,-0.0159004,29.556,25.684,291.722,0.01,NA
"US-xSR",2017,7,11,2017-07-11,0.199103,-0.0534947,26.612,17.07,264.603,17.12,NA
"US-xSR",2017,7,12,2017-07-12,0.182775,-0.0432453,25.979,11.192,240.516,3.19,NA
"US-xSR",2017,7,13,2017-07-13,0.188531,-0.0319656,27.799,17.939,319.605,2.05,NA
"US-xSR",2017,7,14,2017-07-14,0.199103,-0.0479927,27.247,16.168,291.528,8.47,NA
"US-xSR",2017,7,15,2017-07-15,0.182775,-0.0275631,27.631,17.998,272.514,2.47,NA
"US-xSR",2017,7,16,2017-07-16,0.188531,-0.0531621,25.467,10.647,229.1,13.66,NA
"US-xSR",2017,7,17,2017-07-17,0.199103,-0.0690329,24.84,10.049,191.494,3.58,NA
"US-xSR",2017,7,18,2017-07-18,0.182775,-0.0419718,26.065,10.9,257.785,1.88,NA
"US-xSR",2017,7,19,2017-07-19,0.188531,-0.0514596,25.679,10.043,235.06,0.76,NA
"US-xSR",2017,7,20,2017-07-20,0.199103,-0.0640766,25.46,9.395,203.021,0.56,NA
"US-xSR",2017,7,21,2017-07-21,0.182775,-0.0518748,24.882,8.998,218.103,6.18,NA
"US-xSR",2017,7,22,2017-07-22,0.188531,-0.0565326,25.072,10.421,208.608,4.88,NA
"US-xSR",2017,7,23,2017-07-23,0.199103,-0.0748209,24.116,7.883,162.59,5.66,NA
"US-xSR",2017,7,24,2017-07-24,0.182775,-0.0464324,25.58,11.982,232.193,6.46,NA
"US-xSR",2017,7,25,2017-07-25,0.188531,-0.030908,27.952,18.643,269.346,1.35,NA
"US-xSR",2017,7,26,2017-07-26,0.199103,-0.0329312,28.955,20.885,296.754,0,NA
"US-xSR",2017,7,27,2017-07-27,0.182775,-0.0192599,28.639,18.976,296.509,0,NA
"US-xSR",2017,7,28,2017-07-28,0.188531,-0.0599328,24.652,10.083,209.494,0.71,NA
"US-xSR",2017,7,29,2017-07-29,0.199103,-0.0707368,24.628,9.241,174.127,2.71,NA
"US-xSR",2017,7,30,2017-07-30,0.182775,-0.0513115,25.027,8.153,235.045,1.89,NA
"US-xSR",2017,7,31,2017-07-31,0.188531,-0.046165,26.249,10.901,280.407,2.26,NA
"US-xSR",2017,8,1,2017-08-01,0.199103,-0.0631324,25.567,10.758,273.56,2.51,NA
"US-xSR",2017,8,2,2017-08-02,0.182775,-0.0465247,25.555,10.441,277.51,0,NA
"US-xSR",2017,8,3,2017-08-03,0.188531,-0.0509811,25.665,10.439,271.349,7.88,NA
"US-xSR",2017,8,4,2017-08-04,0.199103,-0.0535338,26.576,15.189,252.422,1.92,NA
"US-xSR",2017,8,5,2017-08-05,0.182775,-0.0307327,27.351,18.573,277.901,0.36,NA
"US-xSR",2017,8,6,2017-08-06,0.188531,-0.0401087,26.941,18.884,323.222,0,NA
"US-xSR",2017,8,7,2017-08-07,0.199103,-0.0530872,26.519,19.575,322.56,0,NA
"US-xSR",2017,8,8,2017-08-08,0.182775,-0.031204,27.07,21.157,307.892,0,NA
"US-xSR",2017,8,9,2017-08-09,0.188531,-0.0302104,27.912,21.072,268.841,0,NA
"US-xSR",2017,8,10,2017-08-10,0.199103,-0.0537738,26.574,13.576,261.566,2.12,NA
"US-xSR",2017,8,11,2017-08-11,0.182775,-0.0341062,26.731,18.469,295.965,1.23,NA
"US-xSR",2017,8,12,2017-08-12,0.188531,-0.0316984,27.915,18.118,276.3,0,NA
"US-xSR",2017,8,13,2017-08-13,0.199103,-0.0557691,26.314,15.898,266.818,2.58,NA
"US-xSR",2017,8,14,2017-08-14,0.182775,-0.0280324,27.699,20.629,261.931,2.86,NA
"US-xSR",2017,8,15,2017-08-15,0.188531,-0.03618,27.367,23.27,284.87,0,NA
"US-xSR",2017,8,16,2017-08-16,0.199103,-0.0539999,26.439,24.77,319.633,0,NA
"US-xSR",2017,8,17,2017-08-17,0.182775,-0.0375194,26.352,26.349,324.561,0,NA
"US-xSR",2017,8,18,2017-08-18,0.188531,-0.0356337,27.265,28.614,298.24,0,NA
"US-xSR",2017,8,19,2017-08-19,0.199103,-0.0601265,25.844,21.32,183.968,0,NA
"US-xSR",2017,8,20,2017-08-20,0.182775,-0.042872,25.969,19.174,196.878,0,NA
"US-xSR",2017,8,21,2017-08-21,0.188531,-0.039261,26.904,21.872,260.635,0,NA
"US-xSR",2017,8,22,2017-08-22,0.199103,-0.035169,28.506,26.199,271.401,0,NA
"US-xSR",2017,8,23,2017-08-23,0.182775,-0.0418532,26.043,16.433,248.328,0.23,NA
"US-xSR",2017,8,24,2017-08-24,0.188531,-0.0453949,26.164,18.378,285.924,2.88,NA
"US-xSR",2017,8,25,2017-08-25,0.199103,-0.0453082,27.354,23.058,272.476,0,NA
"US-xSR",2017,8,26,2017-08-26,0.182775,-0.02586,27.689,23.134,261.457,0,NA
"US-xSR",2017,8,27,2017-08-27,0.188531,-0.0257897,28.389,24.361,292.626,1.69,NA
"US-xSR",2017,8,28,2017-08-28,0.199103,-0.037172,28.294,27.566,306.836,0,NA
"US-xSR",2017,8,29,2017-08-29,0.182775,-0.0200807,28.376,27.495,298.859,0,NA
"US-xSR",2017,8,30,2017-08-30,0.188531,-0.0314168,27.722,27.11,303.857,0,1.6385
"US-xSR",2017,8,31,2017-08-31,0.186182,-0.0229286,28.328,32.442,308.189,0,2.762
"US-xSR",2017,9,1,2017-09-01,0.193807,-0.0120474,30.538,35.38,312.138,0,2.74166666666667
"US-xSR",2017,9,2,2017-09-02,0.103305,0.0425063,26.762,18.527,114.083,0,2.73466666666667
"US-xSR",2017,9,3,2017-09-03,0.164536,-0.0101803,27.5,20.656,220.472,0,2.76133333333333
"US-xSR",2017,9,4,2017-09-04,0.187669,-0.0220188,28.678,24.136,293.081,0,2.74166666666667
"US-xSR",2017,9,5,2017-09-05,0.210356,-0.0272353,30.578,32.898,280.876,0,2.736
"US-xSR",2017,9,6,2017-09-06,0.206545,-0.0212158,30.927,35.66,275.533,0,2.76133333333333
"US-xSR",2017,9,7,2017-09-07,0.201411,-0.0385189,28.441,27.569,229.439,0,2.74066666666667
"US-xSR",2017,9,8,2017-09-08,0.173217,-0.0467127,24.353,15.059,151.943,0.08,2.736
"US-xSR",2017,9,9,2017-09-09,0.16313,-0.0277496,25.376,15.913,229.514,0.56,2.762
"US-xSR",2017,9,10,2017-09-10,0.173196,-0.0115502,28.167,25.127,254.017,0,2.74266666666667
"US-xSR",2017,9,11,2017-09-11,0.155473,0.0237287,30.323,29.706,199.576,0,2.735
"US-xSR",2017,9,12,2017-09-12,0.204763,-0.0217396,30.55,32.931,260.608,0,2.76233333333333
"US-xSR",2017,9,13,2017-09-13,0.208264,-0.0344891,29.733,29.396,253.562,0,2.76133333333333
"US-xSR",2017,9,14,2017-09-14,0.197985,-0.0349398,28.575,25.535,276.295,0,2.73566666666667
"US-xSR",2017,9,15,2017-09-15,0.217038,-0.0720842,26.515,20.854,269.676,0,2.762
"US-xSR",2017,9,16,2017-09-16,0.201165,-0.0651325,25.38,18.566,272.097,0,2.742
"US-xSR",2017,9,17,2017-09-17,0.177114,-0.0311353,26.508,23.446,281.982,0.01,2.73533333333333
"US-xSR",2017,9,18,2017-09-18,0.219182,-0.0706177,26.794,24.176,280.292,0,2.762
"US-xSR",2017,9,19,2017-09-19,0.219919,-0.0705243,26.998,21.266,264.481,0,2.74133333333333
"US-xSR",2017,9,20,2017-09-20,0.199375,-0.053915,26.464,21.817,271.673,0,2.73533333333333
"US-xSR",2017,9,21,2017-09-21,0.213784,-0.0653454,26.839,24.497,277.327,0,2.762
"US-xSR",2017,9,22,2017-09-22,0.185768,-0.0633381,23.761,20.189,173.575,0,2.741
"US-xSR",2017,9,23,2017-09-23,0.126204,-0.0191041,21.711,18.796,273.465,0,2.73533333333333
"US-xSR",2017,9,24,2017-09-24,0.133824,-0.0428135,19.348,17.691,275.216,0,2.762
"US-xSR",2017,9,25,2017-09-25,0.120009,-0.0237637,19.779,20.433,276.635,0,2.74133333333333
"US-xSR",2017,9,26,2017-09-26,0.140478,-0.0359922,21.318,22.107,273.044,0,2.73533333333333
"US-xSR",2017,9,27,2017-09-27,0.170069,-0.0653378,21.368,21.029,265.934,0,2.762
"US-xSR",2017,9,28,2017-09-28,0.198337,-0.0810635,23.025,23.111,263.64,0,2.74133333333333
"US-xSR",2017,9,29,2017-09-29,0.198644,-0.0604102,25.479,25.034,252.842,0,2.736
"US-xSR",2017,9,30,2017-09-30,0.210967,-0.0683645,26.013,27.122,259.226,0,2.762
"US-xSR",2017,10,1,2017-10-01,0.209213,-0.0752753,25.198,27.241,265.498,0,2.74133333333333
"US-xSR",2017,10,2,2017-10-02,0.196872,-0.0634325,24.991,27.352,264.796,0,2.73533333333333
